typeProbleme,type_encoded,nbTicketsOuverts_admin,creationDate,heureCreation,heure_sin,heure_cos,jourCreation,tempsReponse
COUPURE_TOTALE,1,9,2025-11-07T07:03:06.536591+00:00,7,0.9623367065991287,-0.2718603743320133,5,11.52
DEBIT_FAIBLE,3,2,2026-01-31T09:26:06.536591+00:00,9,0.6221731001622043,-0.7828797055963015,6,5.03
COUPURE_TOTALE,1,6,2026-01-18T17:31:06.536591+00:00,17,-0.992059919934199,-0.12576611332211413,0,12.18
CONFIG_MODEM,3,4,2026-01-17T14:26:06.536591+00:00,14,-0.5951734788405932,-0.8035972437015858,6,4.45
COUPURE_TOTALE,1,9,2026-01-06T18:10:06.536591+00:00,18,-0.9990290939319414,0.044055300220565335,2,14.47
MODEM_DEFECTUEUX,2,2,2026-03-13T06:13:06.536591+00:00,6,0.9983668386231653,-0.057128412699694237,5,7.48
QUALITE_DEGRADEE,1,2,2026-02-10T03:51:06.536591+00:00,3,0.8459605744452446,0.5332454467543739,2,10.96
COUPURE_TOTALE,1,4,2026-02-21T06:29:06.536591+00:00,6,0.9919497905614914,-0.12663180092304363,6,10.23
COUPURE_TOTALE,1,13,2026-03-30T07:43:06.536591+00:00,7,0.9005085910844529,-0.43483821978190174,1,13.86
DEBIT_FAIBLE,3,3,2025-10-26T07:26:06.536591+00:00,7,0.9302575630899397,-0.36690716307257754,0,8.04
CONFIG_MODEM,3,5,2025-12-13T21:53:06.536591+00:00,21,-0.5258428374185962,0.8505817481791857,6,8.47
QUALITE_DEGRADEE,1,8,2026-01-20T21:28:06.536591+00:00,21,-0.6153175821751532,0.7882793115806881,2,13.57
COUPURE_TOTALE,1,9,2025-10-26T18:56:06.536591+00:00,18,-0.9701900755737689,0.2423452439355155,0,17.98
CONFIG_MODEM,3,6,2026-01-06T19:27:06.536591+00:00,19,-0.9286477782771336,0.3709626718430626,2,7.66
CONFIG_MODEM,3,4,2026-01-29T14:27:06.536591+00:00,14,-0.5986741565326767,-0.8009926680687458,4,6.05
COUPURE_TOTALE,1,5,2025-10-24T21:42:06.536591+00:00,21,-0.5660465901322832,0.824373251506631,5,13.68
MODEM_DEFECTUEUX,2,6,2025-12-09T16:02:06.536591+00:00,16,-0.8705704733923172,-0.4920437489263295,2,8.37
COUPURE_TOTALE,1,4,2026-01-20T03:10:06.536591+00:00,3,0.7375720484550995,0.6752684453887567,2,11.39
QUALITE_DEGRADEE,1,6,2025-10-24T14:34:06.536591+00:00,14,-0.6228560545950351,-0.7823364591109804,5,11.3
QUALITE_DEGRADEE,1,3,2026-02-04T06:31:06.536591+00:00,6,0.9908069632469929,-0.13528326423202558,3,7.31
QUALITE_DEGRADEE,1,11,2025-12-04T14:23:06.536591+00:00,14,-0.5846037259624733,-0.8113189777090102,4,13.82
DEBIT_FAIBLE,3,4,2026-01-24T08:03:06.536591+00:00,8,0.8591832360042385,-0.5116680241809967,6,5.69
CONFIG_MODEM,3,8,2026-03-14T12:56:06.536591+00:00,12,-0.2423452439355151,-0.970190075573769,6,7.91
MODEM_DEFECTUEUX,2,4,2025-11-07T17:04:06.536591+00:00,17,-0.9704011922476139,-0.24149850120530658,5,7.76
CONFIG_MODEM,3,6,2025-12-07T15:11:06.536591+00:00,15,-0.740511432378253,-0.6720437623526522,0,7.96
COUPURE_TOTALE,1,4,2026-04-04T11:01:06.536591+00:00,11,0.25417997059130554,-0.9671569379114245,6,7.18
MODEM_DEFECTUEUX,2,7,2026-04-11T00:43:06.536591+00:00,0,0.18695269309380655,0.9823689177416868,6,11.68
QUALITE_DEGRADEE,1,4,2026-03-10T01:06:06.536591+00:00,1,0.284433681687055,0.958695718526972,2,10.6
MODEM_DEFECTUEUX,2,4,2026-03-18T14:36:06.536591+00:00,14,-0.6296594250271178,-0.7768712946650297,3,5.62
CABLE_ENDOMMAGE,2,7,2025-12-29T07:38:06.536591+00:00,7,0.909780240198641,-0.41509024867383115,1,9.41
COUPURE_TOTALE,1,4,2025-10-15T06:50:06.536591+00:00,6,0.9762014745890666,-0.21686558281601997,3,8.97
COUPURE_TOTALE,1,1,2025-11-07T07:33:06.536591+00:00,7,0.918618883192027,-0.39514471708860427,5,7.47
QUALITE_DEGRADEE,1,8,2026-02-18T06:35:06.536591+00:00,6,0.9882950400358694,-0.15255462575910078,3,11.66
CABLE_ENDOMMAGE,2,6,2026-01-15T14:19:06.536591+00:00,14,-0.5703552194341587,-0.8213981517292407,4,9.95
QUALITE_DEGRADEE,1,6,2026-03-24T23:07:06.536591+00:00,23,-0.22877565229436292,0.9734791733351509,2,12.99
COUPURE_TOTALE,1,3,2026-02-27T19:36:06.536591+00:00,19,-0.9133678983448978,0.4071352137472567,5,12.5
COUPURE_TOTALE,1,3,2026-02-15T11:16:06.536591+00:00,11,0.19038066156700978,-0.9817103461313361,0,11.28
QUALITE_DEGRADEE,1,8,2025-12-25T10:32:06.536591+00:00,10,0.3742019974930075,-0.9273472192616115,4,11.77
QUALITE_DEGRADEE,1,7,2026-01-31T10:07:06.536591+00:00,10,0.47293526104704775,-0.8810971790094216,6,10.72
COUPURE_TOTALE,1,4,2026-02-27T23:12:06.536591+00:00,23,-0.20748487363449528,0.9782382262071329,5,11.41
CONFIG_MODEM,3,8,2026-03-08T06:49:06.536591+00:00,6,0.9771384334656537,-0.21260404945411635,0,8.83
CABLE_ENDOMMAGE,2,7,2025-10-21T07:38:06.536591+00:00,7,0.909780240198641,-0.41509024867383115,2,8.66
MODEM_DEFECTUEUX,2,9,2026-03-23T17:53:06.536591+00:00,17,-0.9995468206278512,-0.0301023815130015,1,11.66
DEBIT_FAIBLE,3,7,2026-02-21T09:43:06.536591+00:00,9,0.5624442063143182,-0.8268352404097545,6,6.45
MODEM_DEFECTUEUX,2,5,2026-02-02T22:19:06.536591+00:00,22,-0.42617405630202854,0.9046411850756494,1,14.57
DEBIT_FAIBLE,3,5,2026-03-07T19:53:06.536591+00:00,19,-0.8806841296921873,0.4737039832092555,6,7.98
CONFIG_MODEM,3,4,2025-10-19T14:53:06.536591+00:00,14,-0.6855007368816997,-0.7280719330771148,0,8.88
MODEM_DEFECTUEUX,2,4,2025-10-27T09:05:06.536591+00:00,9,0.6911977992267158,-0.7226656227773289,1,9.3
DEBIT_FAIBLE,3,7,2025-12-09T16:55:06.536591+00:00,16,-0.9601718614330201,-0.2794100866329796,2,5.12
COUPURE_TOTALE,1,5,2026-01-26T00:22:06.536591+00:00,0,0.09628006690818683,0.9953542830149248,1,13.77
MODEM_DEFECTUEUX,2,11,2026-04-05T05:20:06.536591+00:00,5,0.9848834275740658,0.17321845770575367,0,14.98
CONFIG_MODEM,3,2,2025-10-21T02:48:06.536591+00:00,2,0.6694548007526514,0.7428527914393455,2,7.02
MODEM_DEFECTUEUX,2,6,2025-10-24T18:30:06.536591+00:00,18,-0.9913878142017061,0.13095877921072552,5,11.9
MODEM_DEFECTUEUX,2,5,2026-02-17T15:51:06.536591+00:00,15,-0.8459605744452445,-0.5332454467543739,2,9.36
COUPURE_TOTALE,1,6,2025-12-01T21:15:06.536591+00:00,21,-0.6590177003432087,0.7521274297845736,1,14.94
DEBIT_FAIBLE,3,5,2026-03-24T13:58:06.536591+00:00,13,-0.4928032775301105,-0.8701407527840429,2,6.01
CONFIG_MODEM,3,3,2026-02-06T16:12:06.536591+00:00,16,-0.8912045300893802,-0.45360168159759623,5,6.1
COUPURE_TOTALE,1,7,2026-03-28T18:14:06.536591+00:00,18,-0.9981080659568636,0.06148405217492712,6,14.3
DEBIT_FAIBLE,3,8,2026-03-24T05:49:06.536591+00:00,5,0.9988692258087608,0.04754229414118415,2,11.82
QUALITE_DEGRADEE,1,8,2026-03-16T15:00:06.536591+00:00,15,-0.7074152474025546,-0.7067981803473907,1,15.18
CONFIG_MODEM,3,9,2025-12-12T02:03:06.536591+00:00,2,0.5116680241809963,0.8591832360042387,5,10.75
MODEM_DEFECTUEUX,2,7,2026-02-27T03:17:06.536591+00:00,3,0.7578497324327966,0.6524291402532068,5,12.21
CONFIG_MODEM,3,14,2026-01-27T22:23:06.536591+00:00,22,-0.4103209822871875,0.9119411666850431,2,13.44
QUALITE_DEGRADEE,1,7,2025-12-30T18:57:06.536591+00:00,18,-0.9691234128105212,0.24657617634817866,2,11.69
MODEM_DEFECTUEUX,2,9,2025-12-14T19:24:06.536591+00:00,19,-0.9334239701155663,0.3587752667251385,0,16.74
COUPURE_TOTALE,1,7,2025-11-18T11:16:06.536591+00:00,11,0.19038066156700978,-0.9817103461313361,2,11.09
DEBIT_FAIBLE,3,5,2025-10-25T02:18:06.536591+00:00,2,0.5667657758816305,0.8238789688354069,6,7.61
MODEM_DEFECTUEUX,2,7,2025-11-05T20:11:06.536591+00:00,20,-0.8408028882685394,0.5413413923572462,3,13.78
QUALITE_DEGRADEE,1,6,2026-01-25T11:27:06.536591+00:00,11,0.1430607914667232,-0.989713903077508,0,13.5
CONFIG_MODEM,3,5,2026-01-01T09:44:06.536591+00:00,9,0.5588311143694121,-0.8292814875617573,4,5.81
DEBIT_FAIBLE,3,1,2026-03-06T23:15:06.536591+00:00,23,-0.19466235514853336,0.9808703112481416,5,8.03
QUALITE_DEGRADEE,1,5,2026-01-01T15:59:06.536591+00:00,15,-0.86405523583101,-0.5033970097577237,4,10.75
COUPURE_TOTALE,1,6,2025-10-23T07:14:06.536591+00:00,7,0.9481851146622192,-0.3177184104407457,4,8.6
CONFIG_MODEM,3,9,2026-03-02T00:28:06.536591+00:00,0,0.12230241174840757,0.9924928816271293,1,10.83
COUPURE_TOTALE,1,8,2026-03-03T02:08:06.536591+00:00,2,0.5302892445642194,0.8478167945373042,2,12.35
CABLE_ENDOMMAGE,2,3,2025-11-26T20:05:06.536591+00:00,20,-0.8546854317628984,0.5191462344390722,3,8.16
CABLE_ENDOMMAGE,2,8,2026-01-18T21:41:06.536591+00:00,21,-0.5696381972391106,0.8218955677251072,0,13.17
CONFIG_MODEM,3,7,2025-11-29T09:41:06.536591+00:00,9,0.5696381972391097,-0.8218955677251077,6,7.86
COUPURE_TOTALE,1,4,2026-04-07T15:15:06.536591+00:00,15,-0.7521274297845737,-0.6590177003432087,2,10.62
COUPURE_TOTALE,1,4,2026-04-03T11:31:06.536591+00:00,11,0.12576611332211318,-0.9920599199341991,5,10.5
QUALITE_DEGRADEE,1,7,2026-01-07T14:26:06.536591+00:00,14,-0.5951734788405932,-0.8035972437015858,3,13.08
MODEM_DEFECTUEUX,2,7,2025-11-30T00:43:06.536591+00:00,0,0.18695269309380655,0.9823689177416868,0,13.64
MODEM_DEFECTUEUX,2,5,2026-03-28T23:55:06.536591+00:00,23,-0.021378654494056307,0.9997714504485632,6,10.26
QUALITE_DEGRADEE,1,10,2025-11-24T10:08:06.536591+00:00,10,0.46908625954228733,-0.8831523544149253,1,15.13
